t1Dragons,t2Dragons,t1Rift,t2Rift,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,topGoldDiff,jugGoldDiff,midGoldDiff,adcGoldDiff,supGoldDiff,gameLength,winningTeam,t1Top,t1Jug,t1Mid,t1Adc,t1Sup,t2Top,t2Jug,t2Mid,t2Adc,t2Sup
0,2,1,0,0,0,1,0,2,0,3972,-455,330,-638,-1707,1486,100,Irelia,Evelynn,Veigar,Vayne,Nautilus,Gnar,Viego,Diana,Caitlyn,Senna
1,0,0,1,0,0,0,0,0,0,1377,-1465,-2293,-1601,1240,1802,200,Kennen,Graves,Lillia,Samira,Renata,Fiora,Vi,Veigar,Yasuo,Nautilus
0,1,0,1,0,0,0,0,0,0,2039,-794,-1108,-787,-542,1437,200,Riven,Trundle,Leblanc,Jhin,Annie,Shaco,Mordekaiser,Ezreal,Jinx,Thresh
1,1,0,0,0,0,0,0,0,0,-1828,371,668,1014,-372,2171,200,Tryndamere,Lillia,Zed,Tristana,Alistar,Teemo,MasterYi,TwistedFate,Aphelios,Senna
0,2,1,0,0,0,0,0,0,0,-575,-489,1340,-1286,-644,1763,100,Tryndamere,Hecarim,Akali,KogMaw,Yuumi,Nasus,Vi,Ziggs,Twitch,Brand
0,1,0,1,1,0,0,0,0,1,-1533,154,357,1084,-392,1531,200,Yorick,Twitch,Jayce,Veigar,Shaco,Sion,Mordekaiser,Anivia,Aphelios,Lux
0,1,0,0,0,0,0,0,0,0,-977,2296,-2579,1252,-301,1561,200,Sylas,Udyr,Ahri,Lucian,Nami,MonkeyKing,FiddleSticks,Graves,Ziggs,Pantheon
0,1,0,0,0,0,0,0,0,0,-2426,-290,-584,-1522,612,1272,200,Jayce,Evelynn,Annie,Ashe,Pyke,Graves,Ekko,Vex,Kaisa,Nautilus
1,0,0,1,0,0,0,0,0,0,-1053,-1673,1702,-96,-497,2019,200,Graves,LeeSin,Katarina,Kaisa,Thresh,Garen,Sejuani,Morgana,Ezreal,Sona
0,2,1,0,0,0,0,1,1,0,375,1076,-355,-418,-184,1555,100,Sett,Viego,Yone,Vayne,Karma,Mordekaiser,Sejuani,Diana,Samira,Leona
2,0,1,0,0,0,0,0,1,0,609,837,1831,2017,339,2212,100,Ornn,Warwick,Malzahar,Jhin,Pantheon,Graves,Kayn,Anivia,Samira,Lux
1,0,1,0,0,0,0,0,0,0,1012,1360,571,333,582,1885,100,Sion,Viego,Fizz,Vayne,Sona,Malphite,Graves,Orianna,Caitlyn,Veigar
0,2,1,0,0,0,0,1,0,0,842,-171,906,247,-908,1754,200,Diana,XinZhao,Zed,Samira,Thresh,Shen,Volibear,Lux,Jinx,Pyke
2,0,0,1,1,0,0,0,0,0,-2080,-1164,235,1879,782,1810,100,Jax,MasterYi,Ziggs,Ezreal,FiddleSticks,Tryndamere,Nocturne,Yasuo,Ashe,Lux
0,1,0,1,1,0,0,0,0,1,-2019,2524,1124,1149,708,2083,200,Garen,Kindred,Vladimir,Jinx,Blitzcrank,Jayce,XinZhao,Veigar,Senna,Soraka
0,2,0,1,0,0,0,0,0,0,-1238,1062,-583,-554,18,2102,100,Shen,Diana,Fizz,Ashe,Blitzcrank,Jayce,MasterYi,Qiyana,Jhin,Zyra
2,0,1,0,0,0,0,0,1,0,-1500,-139,1759,-467,-136,2702,100,Sett,Shaco,Vladimir,Kaisa,Soraka,Tryndamere,JarvanIV,Orianna,Veigar,Janna
0,2,1,0,0,0,0,0,0,0,1044,-276,277,-1255,-51,1549,200,Garen,Hecarim,Ahri,MissFortune,Akshan,Sett,MasterYi,Sylas,Samira,Karma
1,0,0,0,0,0,0,0,0,0,-1018,2169,1124,-240,1183,2897,100,Garen,Amumu,Zed,Ezreal,Xerath,Camille,Nocturne,Zilean,Caitlyn,Nami
1,0,0,0,0,0,0,0,0,0,50,-520,-144,-968,-1576,1885,200,Rengar,LeeSin,Zoe,Ezreal,Senna,Garen,Volibear,Heimerdinger,Twitch,Brand
0,1,0,1,0,1,0,0,0,0,1243,-1484,-990,-785,-905,1589,200,Tryndamere,Evelynn,Talon,KogMaw,Zilean,Garen,LeeSin,Vladimir,Jhin,Senna
1,1,0,0,0,0,0,0,0,0,-1298,1031,1091,944,869,2165,100,Malphite,Trundle,Akali,Jhin,Zyra,Riven,Viego,Ahri,Ezreal,Alistar
1,0,0,0,0,0,0,1,0,0,3176,1432,1523,1336,313,990,100,Sett,Twitch,Zed,Kaisa,Bard,Yone,FiddleSticks,Viktor,Jhin,Renata
0,1,1,0,0,0,0,1,1,0,3061,284,530,-97,270,2082,100,Jax,Shaco,Anivia,Kaisa,Lulu,Garen,Amumu,Katarina,Jinx,Soraka
0,1,1,0,0,0,0,0,0,0,-851,89,-562,-712,-952,2128,200,Kayn,Zac,Akshan,Kaisa,Leona,Singed,Sion,Zed,Ashe,Pyke
1,0,0,0,0,0,0,0,0,0,-1681,-2212,-1651,1131,-109,1749,200,Kayle,Udyr,Akshan,Cassiopeia,Nautilus,Vladimir,Diana,Irelia,Kaisa,Morgana
0,2,1,0,0,0,0,0,0,0,-1359,-228,31,-2356,-549,2979,200,Jax,Vi,Irelia,Ziggs,Swain,Kled,Kayn,Vex,Caitlyn,Morgana
1,0,1,0,0,0,0,1,0,0,-1264,-452,194,-1479,-520,1712,200,Akshan,LeeSin,Ahri,Jinx,Zyra,Jax,Warwick,Fizz,Caitlyn,Pyke
0,1,0,1,0,0,0,0,0,0,-762,-848,175,-97,-106,1844,200,Sion,Graves,Ahri,Twitch,Yuumi,Garen,LeeSin,Leblanc,Jhin,Soraka
0,1,1,0,0,0,0,1,0,0,1929,-299,-1766,108,-1153,1809,100,Kayle,Graves,Chogath,Caitlyn,Nami,Nasus,Taliyah,Akali,Lucian,Senna
1,0,1,0,0,0,0,0,1,1,-1703,-30,2266,1812,928,2469,200,Darius,Trundle,Vex,Varus,Karma,Teemo,Lillia,Annie,Jhin,Yuumi
0,1,1,0,0,0,0,0,0,0,747,831,482,-1469,-267,1614,200,Teemo,Khazix,Xerath,Ezreal,Senna,Kennen,Graves,Nocturne,Kaisa,Sona
2,0,0,0,0,0,0,0,0,1,-279,259,-709,2106,1064,1646,100,Sett,Mordekaiser,Zoe,Lucian,TahmKench,Malphite,RekSai,Alistar,Vayne,Pantheon
0,2,0,0,1,2,1,0,0,0,-1692,-877,-301,-2764,-1241,1210,200,Singed,Vi,Ahri,Lucian,Sona,Rengar,Diana,Yasuo,Jinx,Nautilus
0,1,0,1,0,1,0,0,0,0,-332,-1524,-3696,-1987,-773,1695,200,Trundle,Rammus,Diana,Ezreal,Renata,Tryndamere,Shaco,Yasuo,Swain,Seraphine
1,0,1,0,0,0,0,1,1,0,2332,262,1747,407,-673,1808,100,Darius,Khazix,Leblanc,Vayne,Nautilus,Riven,LeeSin,Malphite,Karthus,Lux
2,0,0,1,1,0,0,0,0,0,-1415,-1248,191,1482,857,1475,100,DrMundo,Graves,Malzahar,MissFortune,Lux,Riven,Viego,Ryze,Vayne,Morgana
2,0,1,0,0,0,0,1,0,1,2571,1451,-185,347,-380,1524,100,Fiora,Evelynn,Yasuo,Aphelios,Renata,MonkeyKing,Graves,Akali,Kaisa,Lulu
0,1,0,0,0,0,0,0,0,0,-1062,-50,316,169,469,1657,200,Illaoi,Hecarim,Yasuo,Kaisa,Brand,Sett,Volibear,Corki,Sivir,Soraka
0,2,0,1,0,0,0,0,0,0,2222,-2094,1993,-1020,-448,2098,200,Ornn,Shyvana,Akshan,Jinx,Yuumi,Shen,Ekko,Tristana,MissFortune,FiddleSticks
1,0,0,0,0,0,0,1,0,0,2341,994,134,-834,-657,2286,100,Garen,Shyvana,Qiyana,Varus,Soraka,Sion,Amumu,Zed,Caitlyn,Lux
1,0,1,0,0,0,0,0,0,1,935,467,110,207,-414,1817,200,Darius,LeeSin,Ekko,Kaisa,Alistar,Tryndamere,Hecarim,Kayle,Vayne,Lulu
0,2,0,1,0,0,1,0,0,0,-1229,-1186,-723,-870,-748,1833,200,Gnar,Viego,Akali,Vayne,Leona,Fiora,Volibear,Lux,Jhin,Zoe
2,0,1,0,0,0,0,1,1,1,564,44,612,3314,2851,954,100,Rengar,LeeSin,Shyvana,Lucian,Sona,Sett,Diana,Kassadin,Tristana,Xerath
2,0,0,1,1,0,0,0,0,1,-1658,320,-901,1980,539,1233,200,Nasus,Warwick,Teemo,Tristana,Blitzcrank,Urgot,Zac,Viktor,Zeri,Pyke
1,0,0,1,0,0,0,1,0,0,2866,-988,457,-295,-785,2137,100,Darius,Evelynn,Vladimir,Jinx,Senna,Gnar,Talon,Ryze,Vayne,Pyke
0,1,0,1,2,0,0,0,0,0,-1857,-1186,767,-248,-527,2186,100,Teemo,Trundle,Yasuo,Jinx,Seraphine,Sion,Kayn,Galio,Ezreal,Heimerdinger
0,1,0,1,0,0,0,0,0,0,193,854,648,757,683,1751,200,Zac,Hecarim,Irelia,Caitlyn,Morgana,Fiora,Udyr,Cassiopeia,Jinx,Soraka
1,1,0,0,0,0,0,0,0,0,516,-2261,774,739,820,1567,100,Kayle,Sejuani,Kassadin,MissFortune,Jhin,Malphite,Amumu,Yasuo,Sivir,Zyra
1,0,0,1,0,0,0,1,0,0,1648,-728,1536,1260,473,1997,100,Renekton,Poppy,Katarina,Draven,Lux,Sett,Nidalee,Zed,Twitch,Blitzcrank
1,0,1,0,0,0,0,1,0,0,2307,316,-889,-779,-261,1816,200,Quinn,Ekko,Jayce,Caitlyn,Zyra,Sion,FiddleSticks,Lucian,KogMaw,Lulu
0,2,1,0,0,0,1,0,0,0,268,70,-1507,-1368,-211,1899,200,Sett,MonkeyKing,Zoe,Vayne,Lux,Darius,Vi,Fizz,Caitlyn,Blitzcrank
1,1,1,0,0,0,0,0,0,0,65,-737,-216,867,296,2114,100,Illaoi,Ekko,Irelia,MissFortune,Senna,Pantheon,Trundle,Malphite,Jinx,Karma
1,1,0,1,0,0,0,0,0,0,2167,526,7,-1446,-431,2664,100,Malphite,Rumble,Lissandra,Twitch,TwistedFate,Singed,Ashe,Heimerdinger,Sett,Shaco
0,1,0,0,0,0,0,0,0,0,-1290,-2339,-749,-921,1636,2243,100,Jax,Udyr,Galio,Kaisa,Xerath,Renekton,Graves,Rumble,Caitlyn,Lux
0,2,0,1,0,0,0,0,0,0,593,-1094,-2059,87,-865,1866,200,Chogath,Shaco,Sylas,Jinx,Nami,Camille,Khazix,Galio,Jhin,Bard
1,1,1,0,1,0,0,0,0,0,-1588,1557,-634,-1226,-822,2150,200,TahmKench,Viego,Kassadin,Jinx,Renata,Sett,Evelynn,Irelia,Twitch,Pyke
1,0,0,0,0,0,0,0,0,0,295,292,-1175,1509,321,1800,200,Heimerdinger,Karthus,Katarina,Vayne,Leona,Gragas,Khazix,Irelia,Jinx,Thresh
1,0,1,0,0,0,0,0,1,1,318,1016,597,2466,-750,1181,100,Garen,Nocturne,Veigar,Kaisa,Renata,Kled,TwistedFate,Lissandra,MissFortune,Bard
1,1,1,0,0,0,0,1,1,0,1232,965,292,741,-17,1808,100,Fiora,Hecarim,AurelionSol,Jhin,Xerath,Sion,Yone,Yasuo,Ezreal,Senna
1,1,0,0,0,0,0,0,0,0,1175,-130,-143,-2557,-2095,1623,200,MonkeyKing,MasterYi,Qiyana,Jinx,Morgana,Malphite,Zed,Ahri,Jhin,Lux
0,1,0,1,0,0,1,1,0,0,-334,-1691,1173,-837,-3,2227,200,Yorick,Gwen,Irelia,Veigar,Senna,Sett,Hecarim,Velkoz,Zeri,Janna
2,0,1,0,0,0,0,2,1,0,2815,1113,3101,424,1317,1382,100,Yorick,Nunu,Chogath,Xayah,Renata,Aatrox,Amumu,Talon,Zeri,Lux
1,0,1,0,0,0,0,0,0,1,158,-1211,-1299,1228,1280,1699,100,Sett,Nasus,Veigar,Akshan,Senna,MonkeyKing,Ekko,Corki,Jhin,Lux
1,1,1,0,0,0,0,1,0,0,-3,2344,638,375,-925,1830,100,Malphite,XinZhao,Akali,Jhin,Lux,Jayce,Viego,Sylas,MissFortune,Senna
1,0,0,0,0,0,0,0,0,0,322,133,1651,215,-18,1565,100,KogMaw,Sejuani,Galio,Jinx,Soraka,Illaoi,Zac,Anivia,Draven,Bard
1,1,1,0,1,0,0,0,0,0,-2680,3873,-1441,-1355,24,1398,100,Riven,Kindred,Malzahar,Sivir,Rakan,Sett,Volibear,Vex,Twitch,Soraka
0,1,0,1,0,0,0,0,0,0,-157,1325,-233,-2552,-1048,2325,200,Akshan,Kayn,Ahri,Zeri,Lux,Quinn,Graves,Viktor,Twitch,Brand
0,2,0,0,0,0,1,0,0,0,-954,1126,-1226,-1940,-537,1059,200,Mordekaiser,XinZhao,Sylas,Lucian,Karma,Riven,Shyvana,Corki,Zeri,TahmKench
0,1,0,1,0,2,1,0,0,0,-2766,-1474,-1527,-1824,-1176,1354,200,Sion,RekSai,Vladimir,Caitlyn,Neeko,Chogath,Kayn,Tryndamere,Zeri,Renata
0,1,1,0,0,0,0,0,0,0,-1646,-1783,-154,592,-846,1197,200,TahmKench,Nocturne,Brand,MissFortune,Sona,Urgot,Vi,Ekko,Jinx,Ziggs
2,0,1,0,0,0,0,0,0,0,1829,1466,-1124,-188,-293,1502,100,Fiora,Warwick,Kassadin,Ashe,Sona,Mordekaiser,Zac,Corki,Draven,Senna
1,0,1,0,0,0,0,0,1,1,-684,1399,3446,2126,-178,1131,100,Garen,Diana,Lucian,Samira,Nautilus,Vayne,Vi,Fizz,Varus,Xerath
1,1,1,0,0,0,0,1,1,0,2531,-942,1347,633,1588,1858,100,Kled,Warwick,Tristana,Samira,Senna,Kayle,Khazix,Viktor,Jhin,Karma
1,1,1,0,0,0,0,3,0,0,1478,2395,-71,905,2184,1442,100,Tryndamere,Diana,Ahri,Tristana,JarvanIV,Aatrox,Graves,Vladimir,Twitch,Lulu
1,0,0,1,1,0,0,0,0,0,-375,627,2389,696,680,1760,100,Darius,Volibear,Viktor,Samira,Pantheon,Illaoi,Trundle,Yasuo,Ziggs,Lux
0,1,0,1,1,1,1,0,0,0,-2188,-754,-949,-2858,-1301,1896,200,Camille,Evelynn,Malzahar,Lucian,Pyke,Irelia,Shaco,Vex,Samira,Senna
1,1,0,1,0,1,0,0,0,0,435,-26,-769,-1919,-825,1689,100,Malphite,Viego,Irelia,Karthus,Senna,Quinn,XinZhao,Orianna,Varus,Soraka
1,0,0,0,1,0,0,0,0,0,-166,-1767,1828,-14,160,1949,100,Illaoi,XinZhao,Veigar,Tristana,Pyke,Shen,Kled,Ahri,Sivir,Shaco
1,1,1,0,0,0,0,2,0,0,2221,150,1298,-511,-890,1891,100,Fiora,Poppy,Annie,Jinx,Karma,Kled,Warwick,Malzahar,Twitch,Lux
1,1,1,0,0,0,0,0,0,0,-58,1193,232,-579,-584,1581,200,Gangplank,LeeSin,Teemo,Jinx,Nami,Kayle,Ekko,Garen,Ezreal,Rakan
0,1,1,0,0,0,2,1,0,0,626,-331,294,-3691,-1622,1973,200,Quinn,JarvanIV,Irelia,Urgot,Nautilus,Garen,XinZhao,Galio,Tristana,Lulu
1,1,0,1,1,0,1,0,0,0,-3654,-1508,-258,-2060,-2386,1583,200,Teemo,Khazix,Pyke,Ashe,Nunu,Irelia,LeeSin,Anivia,Jhin,Zyra
0,1,1,0,0,0,0,0,0,0,27,-374,960,-979,-477,1465,200,Jayce,FiddleSticks,Lux,Kaisa,Sona,MonkeyKing,Hecarim,Syndra,Tristana,Pyke
2,0,1,0,0,0,0,0,1,0,336,482,3147,747,1427,1501,100,Warwick,LeeSin,Singed,Zeri,Yuumi,Camille,Hecarim,Katarina,Varus,Xerath
1,0,0,0,0,0,0,0,0,0,-1226,1090,1246,1321,264,1963,100,Sett,Nocturne,Lux,Varus,Senna,Gangplank,Ekko,Akali,Jinx,Thresh
0,1,0,1,0,2,0,0,0,0,-512,540,-1722,-370,-637,1951,200,Sion,Graves,Zed,Kaisa,Soraka,Sett,Shaco,Leblanc,Ashe,Alistar
1,1,1,0,0,0,0,0,0,1,1152,-2236,-414,1644,796,2313,100,Aatrox,Sejuani,Nunu,MissFortune,Brand,Urgot,Khazix,Anivia,Jhin,Nami
1,1,1,0,0,0,1,1,0,1,-1474,-857,962,-1182,832,1817,200,Irelia,XinZhao,Vladimir,Zeri,Leona,MonkeyKing,Hecarim,TwistedFate,Vayne,Blitzcrank
0,2,0,1,1,0,0,0,0,0,-477,-3288,-1299,-1554,-579,1651,200,Teemo,Amumu,Lux,Lucian,Leona,Gragas,Elise,Yone,Ahri,Blitzcrank
0,2,0,1,1,1,0,0,0,0,-2466,-132,-2619,1761,-855,1687,200,Chogath,Ekko,Sion,Jinx,Blitzcrank,Illaoi,Shyvana,Zed,Kaisa,Pantheon
2,0,0,1,0,1,0,0,0,0,125,-824,-536,764,117,2312,200,Illaoi,Khazix,Ryze,Xayah,Lux,Sett,Lillia,Zed,Ezreal,Nami
0,1,0,1,0,0,0,0,0,0,-1884,-1954,-2074,1314,46,937,200,Graves,Nidalee,Irelia,Draven,Morgana,Kayle,RekSai,Akali,Ezreal,Pyke
0,2,0,1,0,0,1,0,0,0,779,-1344,-1328,-651,691,1774,100,Malphite,Karthus,Lissandra,Samira,Karma,Akali,Diana,Draven,Jinx,Thresh
0,1,0,0,0,0,0,0,0,0,-1566,408,509,-1483,905,1408,200,Garen,Mordekaiser,Zed,Ezreal,Pantheon,Irelia,Rammus,Ahri,Tristana,Janna
0,1,1,0,0,0,0,0,0,0,-624,-100,242,1586,988,1490,100,MonkeyKing,Kindred,TwistedFate,Zeri,Senna,Malzahar,MasterYi,Ryze,Jhin,Blitzcrank
1,1,0,1,0,0,0,0,0,0,2694,1942,-489,1385,375,1332,100,Gangplank,Zac,Talon,Jhin,Janna,Renekton,MasterYi,Orianna,Twitch,Soraka
0,2,0,0,0,0,0,0,0,0,1066,-606,293,-791,-134,1516,100,MonkeyKing,Kayn,Malzahar,Veigar,Alistar,Yone,MasterYi,Katarina,Jinx,Braum
0,2,0,1,1,1,1,0,0,0,-402,-2062,-2203,-3440,-1878,1526,200,Renekton,Udyr,Ziggs,Vayne,Karma,Gwen,MasterYi,Sejuani,Aphelios,Bard
1,0,0,0,0,0,0,0,0,0,-984,-123,1929,-217,989,1541,100,Riven,Graves,Vladimir,Lucian,Nautilus,Quinn,Kayn,Gangplank,Leblanc,Yuumi
0,1,0,0,0,0,1,0,0,0,-825,-2671,-637,-2251,-899,1808,200,Jayce,FiddleSticks,Cassiopeia,Ezreal,Lulu,Shen,LeeSin,Annie,Caitlyn,Blitzcrank
2,0,1,0,0,0,0,1,0,1,1248,-1698,2279,2881,2007,1316,100,Pantheon,MasterYi,Kassadin,Draven,Karma,Rumble,Nocturne,Gwen,Zeri,Blitzcrank
0,2,1,0,0,0,0,1,0,0,1804,-1176,-50,20,-104,2531,200,Yorick,Karthus,Qiyana,Jinx,Janna,Gangplank,Warwick,Vi,Lucian,Braum
1,1,1,0,0,0,1,1,0,0,952,852,256,-978,-926,2042,200,Aatrox,XinZhao,Sylas,Twitch,Pyke,Warwick,Lillia,Katarina,Vayne,Lulu
0,2,1,0,0,0,0,1,0,0,465,1458,-869,-703,-454,1955,100,Fiora,Nocturne,Ekko,Ezreal,Soraka,Aatrox,XinZhao,Qiyana,Veigar,Morgana
1,0,0,1,0,0,0,0,0,0,1154,1300,412,230,195,1754,100,Fiora,Graves,Viktor,Kaisa,Thresh,Kayle,XinZhao,Katarina,Ziggs,Nautilus
0,1,1,0,0,0,1,1,0,0,836,1832,839,-163,73,1557,200,Ornn,LeeSin,Veigar,Draven,Pyke,Camille,Nunu,Anivia,Caitlyn,Brand
1,1,1,0,0,0,0,0,0,0,-1829,-307,-1176,-287,428,1910,200,Camille,LeeSin,Diana,Senna,Syndra,Shen,Ekko,Katarina,Ezreal,Janna
1,0,0,0,0,0,0,0,0,0,-1187,-364,-1736,-1288,-914,1263,200,Akali,Zac,Veigar,Jinx,Ashe,Urgot,Lucian,Katarina,Twitch,Amumu
1,0,1,0,0,0,0,0,0,1,542,436,-1324,2264,3199,1612,100,Fiora,Viego,Diana,Jinx,Pantheon,Sett,Nidalee,Zed,Caitlyn,Galio
1,1,1,0,0,0,0,2,0,0,3214,2696,202,253,-121,1761,100,Aatrox,Nocturne,Akali,Ezreal,Leona,Garen,LeeSin,Sylas,Jinx,Nami
1,1,0,1,1,0,0,1,0,0,-1439,-1906,-1220,923,197,1160,200,Jax,Vi,Tristana,Akshan,Lux,Fiora,LeeSin,Xerath,Jhin,Pyke
1,1,1,0,0,0,0,1,0,0,699,1492,499,-818,-24,1724,100,Yone,Diana,Kayle,Jhin,Janna,Sejuani,Khazix,Kaisa,Tristana,Leona
0,2,1,0,0,0,0,1,0,0,2257,4,2226,-1453,-966,1884,100,Rumble,Talon,Yasuo,Lucian,Malphite,Trundle,Viego,Lillia,MissFortune,Nami
2,0,1,0,0,0,0,1,0,0,-559,-679,139,-240,-238,1634,100,Sett,Viego,Lissandra,Jinx,TwistedFate,Tryndamere,Olaf,Irelia,Vayne,Zilean
1,0,0,1,0,0,0,0,0,0,2363,2240,-68,-65,-748,1768,100,Trundle,Kayn,Ahri,Sivir,Leona,Jax,Warwick,Viktor,Jhin,Yuumi
0,1,1,0,1,0,0,0,1,0,-3487,1031,-199,665,-371,1175,100,Renekton,Gwen,Azir,Draven,Lulu,Mordekaiser,Udyr,Graves,Vayne,Blitzcrank
1,1,0,0,0,0,0,0,0,0,2,-415,1108,-525,40,3018,200,Rumble,Khazix,Zed,Lucian,Bard,Irelia,Viego,Riven,Ziggs,Lux
2,0,1,0,1,0,0,0,0,0,-2007,1431,28,-92,371,1597,200,Poppy,Kindred,Malzahar,Jinx,Senna,Irelia,Hecarim,Ahri,Ashe,Blitzcrank
0,2,0,1,0,2,0,0,0,0,-1857,-1701,-1774,1281,-2081,1171,200,Aatrox,Kindred,Irelia,Jinx,Zyra,Darius,Kayn,Heimerdinger,MissFortune,Xerath
0,0,0,1,0,0,0,0,0,0,40,-84,-2574,2147,499,1287,200,Ornn,Talon,Irelia,Draven,Lux,Kayle,Ekko,Yone,Jinx,Leona
1,1,1,0,0,0,0,1,0,0,1580,989,548,-227,-114,1767,100,Aatrox,Graves,Syndra,MissFortune,Yuumi,Nasus,Elise,Rumble,Jhin,Nami
2,0,0,1,0,0,0,0,0,0,-292,-1603,-1522,2940,1251,1995,100,Malphite,Warwick,Veigar,Draven,Yuumi,Zac,LeeSin,Yasuo,Lucian,Nami
0,1,0,0,0,0,0,0,0,0,-894,-443,1791,-2219,-503,2044,100,Nasus,Warwick,Yone,Jhin,Lulu,Darius,Sejuani,Yasuo,Draven,Soraka
1,1,1,0,0,1,0,0,0,0,-342,-1014,-2384,-559,-299,1130,200,Malphite,Hecarim,Talon,Ashe,Brand,Renekton,Karthus,Irelia,Jhin,Zyra
0,1,0,0,0,0,1,0,0,0,-1108,31,-748,-1766,-239,1481,200,Yone,Nocturne,Viktor,Zeri,Lulu,Gangplank,Ekko,Akshan,Ashe,Rakan
1,0,1,0,0,0,0,0,0,1,-371,-184,2675,2452,660,2349,100,Jax,LeeSin,Corki,Ezreal,Lux,Aatrox,Ekko,Viktor,Jhin,Pyke
2,0,0,1,0,0,0,0,0,0,1806,-189,-2120,3081,-500,1857,100,Volibear,Hecarim,Malzahar,Xayah,Nautilus,Riven,MasterYi,Zed,Kaisa,Anivia
1,1,1,0,0,0,0,1,0,0,787,1660,-33,-1241,-316,1741,100,Garen,Shaco,Ahri,KogMaw,Leona,Camille,Udyr,Kayle,Caitlyn,Renata
1,1,1,0,0,0,0,0,0,0,994,1420,-2404,2292,1277,2119,100,Chogath,MasterYi,Leblanc,Ezreal,Taliyah,Tryndamere,FiddleSticks,Yasuo,Zeri,Leona
1,1,0,1,0,0,0,0,0,0,-193,728,2051,526,-848,1524,100,Illaoi,MasterYi,Katarina,Jhin,Vex,Sett,Graves,Xerath,Twitch,Brand
1,0,0,1,0,0,0,0,0,0,-2853,-547,-275,1301,439,1291,100,Singed,DrMundo,Zed,Twitch,Lulu,Ahri,Viego,Akali,Vayne,TahmKench
0,2,1,0,0,0,0,1,0,0,926,-330,-75,-2068,-1030,1843,100,Sett,MasterYi,Kassadin,Jhin,Yuumi,Riven,Diana,Yasuo,Samira,Rakan
1,0,0,1,1,0,0,0,1,0,-690,621,739,-579,1244,1392,100,Shen,Trundle,Katarina,Kaisa,Senna,Teemo,Vi,Zed,Caitlyn,Blitzcrank
1,0,1,0,0,0,0,0,0,0,-341,-317,-1045,-620,1018,2179,100,Garen,Shaco,Kayle,KogMaw,Velkoz,Gangplank,Nocturne,Kaisa,Vayne,Renata
2,0,0,0,0,1,0,0,0,1,107,-63,-2977,4253,688,1757,100,Graves,MasterYi,Corki,Vayne,Swain,Jax,Hecarim,Irelia,Jhin,Pyke
0,1,1,0,0,1,0,0,0,0,-268,-1658,-3625,-1225,7,1483,200,Mordekaiser,Kayn,Corki,Kaisa,Zilean,RekSai,Trundle,Fizz,Jhin,Sona
0,1,1,0,1,0,0,0,0,0,-2729,-836,-741,-122,-743,1674,200,Illaoi,Rengar,Vex,Ashe,Morgana,Garen,RekSai,Sylas,Vayne,Lux
2,0,0,1,0,1,0,0,0,1,152,222,-1947,3330,901,1576,100,Sion,Sejuani,Leblanc,Jhin,Blitzcrank,Teemo,Amumu,Ahri,Vayne,Yuumi
2,0,0,1,0,0,1,0,0,0,504,-951,-82,-742,-619,1698,100,MonkeyKing,Evelynn,Nasus,Vayne,Blitzcrank,Sion,Vi,Neeko,Ziggs,Karma
0,2,1,0,0,0,0,2,0,0,2856,696,-268,-1811,422,2249,200,Gangplank,Jax,Lulu,Rengar,Seraphine,Garen,MasterYi,Sylas,Vayne,Leona
1,1,1,0,0,0,1,2,0,0,780,354,-1513,-635,-454,2413,200,TahmKench,XinZhao,Vladimir,Lucian,Sona,Akali,Vi,Tristana,Veigar,Seraphine
0,1,0,1,1,0,0,0,0,0,-2221,-1144,-398,-3162,-977,1326,200,Aatrox,Trundle,Diana,Draven,Morgana,Jayce,Ekko,Qiyana,Lucian,Yuumi
1,0,0,0,0,0,0,0,0,0,1783,2082,-1071,-989,-414,1742,100,Fiora,XinZhao,Neeko,Jhin,Alistar,Gwen,Evelynn,Illaoi,Xayah,Blitzcrank
0,2,0,1,0,0,0,1,0,0,383,-525,-155,-429,-731,1961,100,Sion,Evelynn,Malzahar,Jinx,Zyra,Riven,Warwick,Jayce,Tristana,Lux
2,0,0,1,0,0,0,0,0,1,-451,183,-167,1662,76,1562,100,Karma,Kayn,Yasuo,Ziggs,Lux,Darius,Shyvana,Malzahar,Jinx,Pyke
1,0,0,1,1,0,0,0,0,0,-1442,496,-402,93,1057,1984,100,Singed,Diana,Yasuo,Jinx,Morgana,Darius,Kayn,Akali,Jhin,Nami
1,0,1,0,0,0,0,0,1,2,1950,-1510,714,5210,1391,1516,100,Irelia,Rengar,Kassadin,Caitlyn,Nautilus,Ornn,Ekko,Talon,Ashe,Yuumi
2,0,1,0,0,0,0,0,0,0,657,-113,-114,-588,213,1689,100,Mordekaiser,Volibear,Diana,Sivir,Yuumi,XinZhao,Warwick,Qiyana,Caitlyn,Nami
1,0,1,0,0,0,0,0,0,0,53,809,-79,-824,603,2226,100,Jayce,Warwick,Veigar,MissFortune,Morgana,Irelia,Amumu,Yasuo,Samira,Galio
1,1,0,0,0,0,0,0,0,0,1859,465,1278,-480,1071,1526,100,Fiora,MasterYi,Syndra,Soraka,Lux,Darius,Ekko,Malzahar,Draven,Brand
1,1,1,0,0,0,0,0,1,0,-248,2563,1309,620,24,1876,100,Teemo,XinZhao,Aatrox,Tristana,Amumu,Mordekaiser,MasterYi,Ahri,Jhin,Zilean
